time,x0,y0,z0,bat0,x1,y1,z1,bat1,x2,y2,z2,bat2,x3,y3,z3,bat3,x4,y4,z4,bat4
12.750,43.761,13.251,-18.208,91.551,2.860,15.327,-28.168,91.306,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
12.800,43.768,13.256,-18.109,91.500,2.959,15.314,-28.154,91.253,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
12.850,43.776,13.262,-18.009,91.449,3.059,15.301,-28.140,91.201,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
12.900,43.783,13.268,-17.909,91.399,3.158,15.288,-28.126,91.148,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
12.950,43.791,13.274,-17.810,91.348,3.257,15.274,-28.112,91.095,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.000,43.798,13.280,-17.710,91.297,3.357,15.261,-28.098,91.043,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.050,43.806,13.286,-17.611,91.247,3.456,15.246,-28.083,90.991,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.100,43.813,13.292,-17.511,91.196,3.556,15.232,-28.069,90.938,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.150,43.820,13.298,-17.411,91.146,3.655,15.217,-28.055,90.886,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.200,43.827,13.303,-17.312,91.095,3.754,15.202,-28.041,90.834,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.250,43.834,13.309,-17.212,91.045,3.853,15.186,-28.027,90.782,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.300,43.841,13.315,-17.112,90.994,3.953,15.171,-28.013,90.730,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.350,43.847,13.320,-17.012,90.943,4.052,15.155,-27.999,90.678,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.400,43.854,13.325,-16.913,90.893,4.151,15.139,-27.985,90.626,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.450,43.860,13.331,-16.813,90.842,4.250,15.122,-27.972,90.574,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.500,43.866,13.335,-16.713,90.792,4.349,15.106,-27.958,90.522,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.550,43.872,13.340,-16.614,90.741,4.449,15.089,-27.945,90.471,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.600,43.878,13.345,-16.514,90.691,4.548,15.073,-27.932,90.419,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.650,43.884,13.349,-16.414,90.640,4.647,15.056,-27.919,90.368,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.700,43.889,13.353,-16.314,90.590,4.746,15.039,-27.907,90.316,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.750,43.894,13.357,-16.215,90.539,4.845,15.022,-27.895,90.265,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.800,43.899,13.360,-16.115,90.489,4.944,15.005,-27.883,90.213,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.850,43.904,13.363,-16.015,90.438,5.043,14.988,-27.872,90.162,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.900,43.909,13.366,-15.915,90.388,5.142,14.970,-27.861,90.111,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
13.950,43.913,13.369,-15.815,90.337,5.241,14.953,-27.850,90.060,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.000,43.918,13.371,-15.716,90.286,5.340,14.936,-27.839,90.008,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.050,43.922,13.373,-15.616,90.236,5.439,14.919,-27.829,89.957,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.100,43.925,13.375,-15.516,90.185,5.538,14.902,-27.820,89.906,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.150,43.929,13.376,-15.416,90.134,5.637,14.885,-27.811,89.855,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.200,43.932,13.377,-15.316,90.083,5.736,14.868,-27.802,89.804,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.250,43.935,13.378,-15.217,90.033,5.835,14.851,-27.794,89.753,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.300,43.938,13.378,-15.117,89.982,5.934,14.834,-27.786,89.702,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.350,43.941,13.378,-15.017,89.931,6.033,14.817,-27.778,89.650,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.400,43.943,13.377,-14.917,89.880,6.132,14.800,-27.771,89.599,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.450,43.945,13.376,-14.817,89.829,6.231,14.783,-27.765,89.548,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.500,43.947,13.375,-14.717,89.778,6.331,14.766,-27.759,89.497,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.550,43.949,13.373,-14.617,89.727,6.430,14.750,-27.753,89.446,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.600,43.950,13.371,-14.517,89.676,6.529,14.733,-27.748,89.395,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.650,43.951,13.369,-14.417,89.625,6.628,14.717,-27.743,89.343,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.700,43.952,13.366,-14.318,89.574,6.727,14.700,-27.739,89.292,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.750,43.953,13.363,-14.218,89.523,6.826,14.684,-27.735,89.241,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.800,43.953,13.360,-14.118,89.472,6.925,14.668,-27.731,89.190,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.850,43.953,13.356,-14.018,89.420,7.024,14.651,-27.728,89.139,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.900,43.953,13.351,-13.918,89.369,7.123,14.635,-27.726,89.087,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
14.950,43.953,13.347,-13.818,89.318,7.222,14.619,-27.723,89.036,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.000,43.952,13.342,-13.718,89.267,7.322,14.603,-27.722,88.985,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.050,43.951,13.337,-13.618,89.215,7.421,14.587,-27.720,88.933,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.100,43.950,13.331,-13.518,89.164,7.520,14.571,-27.719,88.882,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.150,43.949,13.325,-13.418,89.113,7.619,14.554,-27.718,88.831,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.200,43.947,13.318,-13.318,89.061,7.718,14.538,-27.718,88.779,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.250,43.945,13.312,-13.218,89.010,7.818,14.522,-27.718,88.728,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.300,43.943,13.305,-13.118,88.959,7.917,14.506,-27.719,88.676,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.350,43.941,13.297,-13.019,88.907,8.016,14.490,-27.719,88.625,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.400,43.938,13.290,-12.919,88.856,8.115,14.474,-27.720,88.573,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.450,43.935,13.282,-12.819,88.804,8.215,14.458,-27.722,88.522,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.500,43.932,13.273,-12.719,88.753,8.314,14.442,-27.724,88.470,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.550,43.929,13.265,-12.619,88.701,8.413,14.426,-27.726,88.419,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.600,43.926,13.256,-12.519,88.650,8.512,14.409,-27.728,88.367,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.650,43.922,13.246,-12.419,88.598,8.612,14.393,-27.730,88.315,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.700,43.918,13.237,-12.319,88.547,8.711,14.376,-27.733,88.264,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.750,43.914,13.227,-12.219,88.495,8.810,14.359,-27.736,88.212,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.800,43.910,13.217,-12.120,88.444,8.909,14.343,-27.739,88.160,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.850,43.905,13.207,-12.020,88.392,9.009,14.326,-27.743,88.108,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.900,43.900,13.197,-11.920,88.341,9.108,14.309,-27.746,88.056,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
15.950,43.895,13.186,-11.820,88.289,9.207,14.291,-27.750,88.004,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.000,43.890,13.175,-11.720,88.238,9.306,14.274,-27.754,87.952,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.050,43.885,13.164,-11.620,88.186,9.406,14.256,-27.758,87.900,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.100,43.880,13.152,-11.521,88.135,9.505,14.238,-27.762,87.848,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.150,43.874,13.141,-11.421,88.083,9.604,14.220,-27.766,87.795,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.200,43.868,13.129,-11.321,88.032,9.703,14.201,-27.771,87.743,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.250,43.862,13.117,-11.221,87.980,9.802,14.182,-27.775,87.690,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.300,43.856,13.105,-11.122,87.929,9.902,14.163,-27.780,87.638,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.350,43.850,13.093,-11.022,87.877,10.001,14.144,-27.784,87.585,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.400,43.843,13.081,-10.922,87.826,10.100,14.124,-27.789,87.532,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.450,43.837,13.068,-10.822,87.774,10.199,14.104,-27.793,87.479,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.500,43.830,13.056,-10.723,87.723,10.298,14.083,-27.798,87.426,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.550,43.823,13.043,-10.623,87.671,10.397,14.062,-27.803,87.372,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.600,43.816,13.031,-10.523,87.620,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.650,43.809,13.018,-10.424,87.569,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.700,43.801,13.005,-10.324,87.517,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.750,43.794,12.992,-10.225,87.466,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.800,43.786,12.979,-10.125,87.415,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.850,43.779,12.966,-10.025,87.364,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.900,43.771,12.953,-9.926,87.312,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
16.950,43.763,12.940,-9.826,87.261,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.000,43.755,12.927,-9.727,87.210,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.050,43.747,12.914,-9.627,87.159,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.100,43.739,12.901,-9.528,87.107,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.150,43.731,12.888,-9.428,87.056,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.200,43.722,12.875,-9.328,87.005,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.250,43.714,12.862,-9.229,86.954,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.300,43.705,12.849,-9.129,86.903,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.350,43.697,12.836,-9.030,86.852,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.400,43.688,12.823,-8.930,86.801,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.450,43.680,12.811,-8.831,86.750,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.500,43.671,12.798,-8.731,86.699,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.550,43.662,12.786,-8.632,86.648,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.600,43.653,12.773,-8.532,86.597,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.650,43.644,12.761,-8.433,86.546,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.700,43.636,12.749,-8.334,86.495,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.750,43.627,12.737,-8.234,86.444,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.800,43.618,12.725,-8.135,86.393,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.850,43.609,12.713,-8.035,86.342,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.900,43.600,12.702,-7.936,86.292,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
17.950,43.590,12.690,-7.836,86.241,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.000,43.581,12.679,-7.737,86.190,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.050,43.572,12.668,-7.637,86.139,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.100,43.563,12.657,-7.538,86.088,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.150,43.554,12.646,-7.438,86.037,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.200,43.545,12.636,-7.339,85.987,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.250,43.535,12.625,-7.239,85.936,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.300,43.526,12.615,-7.140,85.885,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.350,43.517,12.605,-7.040,85.834,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.400,43.508,12.596,-6.941,85.783,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.450,43.498,12.586,-6.841,85.733,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.500,43.489,12.577,-6.742,85.682,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.550,43.480,12.567,-6.642,85.631,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.600,43.470,12.558,-6.543,85.580,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.650,43.461,12.550,-6.443,85.530,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.700,43.452,12.541,-6.344,85.479,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.750,43.442,12.533,-6.244,85.428,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.800,43.433,12.524,-6.145,85.377,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.850,43.423,12.516,-6.045,85.326,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.900,43.414,12.508,-5.946,85.276,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
18.950,43.404,12.501,-5.846,85.225,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.000,43.395,12.493,-5.747,85.174,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.050,43.385,12.486,-5.647,85.123,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.100,43.376,12.479,-5.548,85.073,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.150,43.366,12.472,-5.448,85.022,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.200,43.356,12.465,-5.348,84.971,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.250,43.347,12.458,-5.249,84.920,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.300,43.337,12.452,-5.149,84.869,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.350,43.327,12.446,-5.050,84.818,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
19.400,43.317,12.439,-4.950,84.768,10.497,14.041,-27.807,87.319,45.569,11.670,-28.300,98.282,48.435,12.894,-19.805,95.565,0.000,0.000,0.000,0.000
