time,x0,y0,z0,bat0,state0,tx0,ty0,tz0,x1,y1,z1,bat1,state1,tx1,ty1,tz1,x2,y2,z2,bat2,state2,tx2,ty2,tz2,x3,y3,z3,bat3,state3,tx3,ty3,tz3,x4,y4,z4,bat4,state4,tx4,ty4,tz4
0.000,-39.657,1.000,-20.181,100.000,0,-29.194,5.000,-14.506,-32.285,1.000,-14.261,100.000,0,-64.702,5.000,-4.718,59.104,1.000,5.113,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.050,-39.657,1.000,-20.181,100.000,0,-29.194,5.000,-14.506,-32.285,1.000,-14.261,100.000,0,-64.702,5.000,-4.718,59.104,1.000,5.113,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.100,-39.654,1.003,-20.179,100.000,0,-29.194,5.000,-14.506,-32.289,1.003,-14.257,100.000,0,-64.702,5.000,-4.718,59.107,1.003,5.116,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.150,-39.647,1.010,-20.175,100.000,0,-29.194,5.000,-14.506,-32.295,1.010,-14.251,100.000,0,-64.702,5.000,-4.718,59.113,1.010,5.123,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.200,-39.637,1.020,-20.168,100.000,0,-29.194,5.000,-14.506,-32.305,1.020,-14.241,100.000,0,-64.702,5.000,-4.718,59.121,1.020,5.133,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.250,-39.624,1.033,-20.159,100.000,0,-29.194,5.000,-14.506,-32.318,1.033,-14.228,100.000,0,-64.702,5.000,-4.718,59.133,1.033,5.146,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.300,-39.607,1.050,-20.148,100.000,0,-29.194,5.000,-14.506,-32.335,1.050,-14.212,100.000,0,-64.702,5.000,-4.718,59.147,1.050,5.162,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.350,-39.588,1.069,-20.134,100.000,0,-29.194,5.000,-14.506,-32.354,1.069,-14.193,100.000,0,-64.702,5.000,-4.718,59.164,1.069,5.182,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.400,-39.565,1.092,-20.119,100.000,0,-29.194,5.000,-14.506,-32.377,1.092,-14.171,100.000,0,-64.702,5.000,-4.718,59.183,1.092,5.205,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.450,-39.539,1.118,-20.101,100.000,0,-29.194,5.000,-14.506,-32.403,1.117,-14.145,100.000,0,-64.702,5.000,-4.718,59.205,1.118,5.230,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.500,-39.510,1.147,-20.081,100.000,0,-29.194,5.000,-14.506,-32.432,1.146,-14.117,100.000,0,-64.702,5.000,-4.718,59.230,1.147,5.259,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.550,-39.478,1.179,-20.059,100.000,0,-29.194,5.000,-14.506,-32.463,1.178,-14.086,100.000,0,-64.702,5.000,-4.718,59.256,1.178,5.291,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.600,-39.444,1.213,-20.036,100.000,0,-29.194,5.000,-14.506,-32.497,1.212,-14.053,100.000,0,-64.702,5.000,-4.718,59.285,1.213,5.325,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.650,-39.407,1.251,-20.010,100.000,0,-29.194,5.000,-14.506,-32.534,1.249,-14.017,100.000,0,-64.702,5.000,-4.718,59.316,1.250,5.362,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.700,-39.367,1.290,-19.982,100.000,0,-29.194,5.000,-14.506,-32.574,1.288,-13.978,100.000,0,-64.702,5.000,-4.718,59.350,1.290,5.402,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.750,-39.324,1.333,-19.953,100.000,0,-29.194,5.000,-14.506,-32.616,1.330,-13.937,100.000,0,-64.702,5.000,-4.718,59.384,1.332,5.444,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.800,-39.280,1.378,-19.922,100.000,0,-29.194,5.000,-14.506,-32.660,1.374,-13.893,100.000,0,-64.702,5.000,-4.718,59.421,1.377,5.488,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.850,-39.233,1.425,-19.889,100.000,0,-29.194,5.000,-14.506,-32.707,1.421,-13.848,100.000,0,-64.702,5.000,-4.718,59.459,1.423,5.535,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.900,-39.183,1.474,-19.854,100.000,0,-29.194,5.000,-14.506,-32.755,1.469,-13.800,100.000,0,-64.702,5.000,-4.718,59.498,1.472,5.584,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.950,-39.132,1.525,-19.818,100.000,0,-29.194,5.000,-14.506,-32.806,1.520,-13.751,100.000,0,-64.702,5.000,-4.718,59.539,1.523,5.635,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.000,-39.079,1.578,-19.780,100.000,0,-29.194,5.000,-14.506,-32.858,1.572,-13.700,100.000,0,-64.702,5.000,-4.718,59.581,1.576,5.687,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.050,-39.024,1.633,-19.741,100.000,0,-29.194,5.000,-14.506,-32.912,1.626,-13.647,100.000,0,-64.702,5.000,-4.718,59.623,1.631,5.742,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.100,-38.967,1.690,-19.700,100.000,0,-29.194,5.000,-14.506,-32.968,1.682,-13.593,100.000,0,-64.702,5.000,-4.718,59.667,1.687,5.798,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.150,-38.909,1.749,-19.658,100.000,0,-29.194,5.000,-14.506,-33.026,1.739,-13.537,100.000,0,-64.702,5.000,-4.718,59.711,1.746,5.856,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.200,-38.849,1.809,-19.615,100.000,0,-29.194,5.000,-14.506,-33.084,1.798,-13.480,100.000,0,-64.702,5.000,-4.718,59.755,1.805,5.916,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.250,-38.787,1.870,-19.570,100.000,0,-29.194,5.000,-14.506,-33.144,1.858,-13.423,100.000,0,-64.702,5.000,-4.718,59.801,1.866,5.977,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.300,-38.725,1.933,-19.524,100.000,0,-29.194,5.000,-14.506,-33.206,1.919,-13.364,100.000,0,-64.702,5.000,-4.718,59.847,1.929,6.039,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.350,-38.661,1.997,-19.476,100.000,0,-29.194,5.000,-14.506,-33.269,1.982,-13.304,100.000,0,-64.702,5.000,-4.718,59.893,1.992,6.102,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.400,-38.596,2.062,-19.428,100.000,0,-29.194,5.000,-14.506,-33.332,2.046,-13.243,100.000,0,-64.702,5.000,-4.718,59.940,2.057,6.167,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.450,-38.530,2.128,-19.378,100.000,0,-29.194,5.000,-14.506,-33.397,2.110,-13.182,100.000,0,-64.702,5.000,-4.718,59.987,2.123,6.233,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.500,-38.462,2.195,-19.327,100.000,0,-29.194,5.000,-14.506,-33.463,2.176,-13.120,100.000,0,-64.702,5.000,-4.718,60.035,2.190,6.300,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.550,-38.394,2.263,-19.276,100.000,0,-29.194,5.000,-14.506,-33.529,2.242,-13.057,100.000,0,-64.702,5.000,-4.718,60.083,2.258,6.368,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.600,-38.325,2.332,-19.223,100.000,0,-29.194,5.000,-14.506,-33.597,2.310,-12.994,100.000,0,-64.702,5.000,-4.718,60.132,2.327,6.436,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.650,-38.256,2.402,-19.169,100.000,0,-29.194,5.000,-14.506,-33.665,2.378,-12.930,100.000,0,-64.702,5.000,-4.718,60.181,2.397,6.506,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.700,-38.185,2.472,-19.114,100.000,0,-29.194,5.000,-14.506,-33.734,2.447,-12.865,100.000,0,-64.702,5.000,-4.718,60.231,2.467,6.576,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.750,-38.114,2.543,-19.058,100.000,0,-29.194,5.000,-14.506,-33.803,2.516,-12.801,100.000,0,-64.702,5.000,-4.718,60.281,2.538,6.647,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.800,-38.043,2.615,-19.002,100.000,0,-29.194,5.000,-14.506,-33.873,2.586,-12.735,100.000,0,-64.702,5.000,-4.718,60.331,2.610,6.719,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.850,-37.970,2.687,-18.944,100.000,0,-29.194,5.000,-14.506,-33.944,2.657,-12.670,100.000,0,-64.702,5.000,-4.718,60.381,2.683,6.791,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.900,-37.898,2.760,-18.886,100.000,0,-29.194,5.000,-14.506,-34.015,2.728,-12.604,100.000,0,-64.702,5.000,-4.718,60.431,2.756,6.864,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.950,-37.824,2.834,-18.827,100.000,0,-29.194,5.000,-14.506,-34.087,2.800,-12.538,100.000,0,-64.702,5.000,-4.718,60.482,2.829,6.938,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.000,-37.751,2.907,-18.767,100.000,0,-29.194,5.000,-14.506,-34.159,2.872,-12.471,100.000,0,-64.702,5.000,-4.718,60.533,2.903,7.012,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.050,-37.677,2.981,-18.706,100.000,0,-29.194,5.000,-14.506,-34.232,2.944,-12.404,100.000,0,-64.702,5.000,-4.718,60.583,2.978,7.086,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.100,-37.603,3.056,-18.645,100.000,0,-29.194,5.000,-14.506,-34.304,3.017,-12.337,100.000,0,-64.702,5.000,-4.718,60.634,3.053,7.161,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.150,-37.528,3.130,-18.583,100.000,0,-29.194,5.000,-14.506,-34.378,3.090,-12.270,100.000,0,-64.702,5.000,-4.718,60.685,3.128,7.236,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.200,-37.453,3.205,-18.520,100.000,0,-29.194,5.000,-14.506,-34.451,3.164,-12.202,100.000,0,-64.702,5.000,-4.718,60.736,3.204,7.312,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.250,-37.378,3.281,-18.457,100.000,0,-29.194,5.000,-14.506,-34.525,3.237,-12.134,100.000,0,-64.702,5.000,-4.718,60.787,3.280,7.388,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.300,-37.302,3.356,-18.393,100.000,0,-29.194,5.000,-14.506,-34.599,3.311,-12.066,100.000,0,-64.702,5.000,-4.718,60.838,3.357,7.464,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.350,-37.227,3.432,-18.328,100.000,0,-29.194,5.000,-14.506,-34.674,3.386,-11.998,100.000,0,-64.702,5.000,-4.718,60.889,3.433,7.541,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.400,-37.151,3.508,-18.263,100.000,0,-29.194,5.000,-14.506,-34.748,3.460,-11.929,100.000,0,-64.702,5.000,-4.718,60.940,3.510,7.618,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.450,-37.075,3.584,-18.197,100.000,0,-29.194,5.000,-14.506,-34.823,3.535,-11.860,100.000,0,-64.702,5.000,-4.718,60.991,3.587,7.695,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.500,-36.999,3.660,-18.131,100.000,0,-29.194,5.000,-14.506,-34.898,3.610,-11.790,100.000,0,-64.702,5.000,-4.718,61.042,3.665,7.772,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.550,-36.923,3.736,-18.065,100.000,0,-29.194,5.000,-14.506,-34.973,3.685,-11.720,100.000,0,-64.702,5.000,-4.718,61.092,3.743,7.850,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.600,-36.847,3.813,-17.998,100.000,0,-29.194,5.000,-14.506,-35.048,3.760,-11.649,100.000,0,-64.702,5.000,-4.718,61.143,3.820,7.927,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.650,-36.770,3.889,-17.931,100.000,0,-29.194,5.000,-14.506,-35.124,3.835,-11.579,100.000,0,-64.702,5.000,-4.718,61.193,3.898,8.005,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.700,-36.694,3.966,-17.863,100.000,0,-29.194,5.000,-14.506,-35.199,3.911,-11.507,100.000,0,-64.702,5.000,-4.718,61.243,3.977,8.084,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.750,-36.617,4.042,-17.795,100.000,0,-29.194,5.000,-14.506,-35.275,3.986,-11.436,100.000,0,-64.702,5.000,-4.718,61.293,4.055,8.162,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.800,-36.541,4.119,-17.726,100.000,0,-29.194,5.000,-14.506,-35.350,4.062,-11.364,100.000,0,-64.702,5.000,-4.718,61.343,4.134,8.240,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.850,-36.464,4.196,-17.657,100.000,0,-29.194,5.000,-14.506,-35.426,4.138,-11.293,100.000,0,-64.702,5.000,-4.718,61.392,4.212,8.319,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.900,-36.387,4.273,-17.588,100.000,0,-29.194,5.000,-14.506,-35.502,4.214,-11.221,100.000,0,-64.702,5.000,-4.718,61.441,4.291,8.398,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.950,-36.310,4.350,-17.519,100.000,0,-29.194,5.000,-14.506,-35.578,4.290,-11.150,100.000,0,-64.702,5.000,-4.718,61.490,4.370,8.477,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.000,-36.234,4.427,-17.449,100.000,0,-29.194,5.000,-14.506,-35.654,4.365,-11.078,100.000,0,-64.702,5.000,-4.718,61.538,4.449,8.556,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.050,-36.157,4.503,-17.379,100.000,0,-29.194,5.000,-14.506,-35.730,4.442,-11.007,100.000,0,-64.702,5.000,-4.718,61.586,4.529,8.635,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.100,-36.080,4.580,-17.309,100.000,0,-29.194,5.000,-14.506,-35.806,4.518,-10.935,100.000,0,-64.702,5.000,-4.718,61.634,4.608,8.714,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.150,-36.003,4.657,-17.239,100.000,0,-29.194,5.000,-14.506,-35.882,4.594,-10.864,100.000,0,-64.702,5.000,-4.718,61.681,4.687,8.793,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.200,-35.926,4.734,-17.168,100.000,0,-29.194,5.000,-14.506,-35.958,4.670,-10.793,100.000,0,-64.702,5.000,-4.718,61.728,4.767,8.873,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.250,-35.849,4.811,-17.097,100.000,0,-29.194,5.000,-14.506,-36.034,4.746,-10.721,100.000,0,-64.702,5.000,-4.718,61.774,4.847,8.952,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.300,-35.772,4.888,-17.026,100.000,0,-29.194,5.000,-14.506,-36.111,4.822,-10.650,100.000,0,-64.702,5.000,-4.718,61.820,4.926,9.032,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.350,-35.696,4.965,-16.956,100.000,0,-29.194,5.000,-14.506,-36.187,4.899,-10.579,100.000,0,-64.702,5.000,-4.718,61.866,5.006,9.112,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.400,-35.619,5.042,-16.885,100.000,0,-30.367,5.000,-25.065,-36.264,4.975,-10.507,100.000,0,-64.702,5.000,-4.718,61.910,5.086,9.192,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.450,-35.543,5.119,-16.820,100.000,0,-30.367,5.000,-25.065,-36.340,5.051,-10.436,100.000,0,-64.702,5.000,-4.718,61.955,5.166,9.272,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.500,-35.467,5.196,-16.762,100.000,0,-30.367,5.000,-25.065,-36.416,5.128,-10.365,100.000,0,-64.702,5.000,-4.718,61.999,5.246,9.352,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.550,-35.392,5.273,-16.709,100.000,0,-30.367,5.000,-25.065,-36.493,5.204,-10.295,100.000,0,-64.702,5.000,-4.718,62.042,5.327,9.432,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.600,-35.318,5.351,-16.661,100.000,0,-30.367,5.000,-25.065,-36.569,5.281,-10.224,100.000,0,-64.702,5.000,-4.718,62.085,5.407,9.512,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.650,-35.244,5.429,-16.619,100.000,0,-30.367,5.000,-25.065,-36.646,5.357,-10.153,100.000,0,-64.702,5.000,-4.718,62.127,5.487,9.593,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.700,-35.171,5.507,-16.582,100.000,0,-30.367,5.000,-25.065,-36.723,5.434,-10.083,100.000,0,-64.702,5.000,-4.718,62.168,5.568,9.673,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.750,-35.099,5.585,-16.549,100.000,0,-30.367,5.000,-25.065,-36.799,5.510,-10.013,100.000,0,-64.702,5.000,-4.718,62.209,5.648,9.753,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.800,-35.026,5.664,-16.521,100.000,0,-30.367,5.000,-25.065,-36.876,5.587,-9.943,100.000,0,-64.702,5.000,-4.718,62.250,5.729,9.834,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.850,-34.955,5.744,-16.498,100.000,0,-30.367,5.000,-25.065,-36.953,5.664,-9.874,100.000,0,-64.702,5.000,-4.718,62.289,5.810,9.915,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.900,-34.883,5.823,-16.478,100.000,0,-30.367,5.000,-25.065,-37.029,5.740,-9.804,100.000,0,-64.702,5.000,-4.718,62.328,5.891,9.995,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.950,-34.813,5.904,-16.463,100.000,0,-30.367,5.000,-25.065,-37.106,5.817,-9.735,100.000,0,-64.702,5.000,-4.718,62.366,5.972,10.076,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.000,-34.742,5.984,-16.451,100.000,0,-30.367,5.000,-25.065,-37.183,5.894,-9.666,100.000,0,-64.702,5.000,-4.718,62.404,6.053,10.157,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.050,-34.672,6.065,-16.444,100.000,0,-30.367,5.000,-25.065,-37.260,5.971,-9.598,100.000,0,-64.702,5.000,-4.718,62.440,6.134,10.238,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.100,-34.602,6.147,-16.439,100.000,0,-30.367,5.000,-25.065,-37.337,6.047,-9.530,100.000,0,-64.702,5.000,-4.718,62.476,6.215,10.319,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.150,-34.533,6.229,-16.439,100.000,0,-30.367,5.000,-25.065,-37.414,6.124,-9.463,100.000,0,-64.702,5.000,-4.718,62.511,6.296,10.400,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.200,-34.464,6.311,-16.441,100.000,0,-30.367,5.000,-25.065,-37.491,6.201,-9.396,100.000,0,-64.702,5.000,-4.718,62.546,6.377,10.482,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.250,-34.395,6.394,-16.447,100.000,0,-30.367,5.000,-25.065,-37.568,6.278,-9.329,100.000,0,-64.702,5.000,-4.718,62.579,6.459,10.563,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.300,-34.327,6.477,-16.456,100.000,0,-30.367,5.000,-25.065,-37.645,6.355,-9.264,100.000,0,-64.702,5.000,-4.718,62.612,6.540,10.644,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.350,-34.259,6.560,-16.468,100.000,0,-30.367,5.000,-25.065,-37.722,6.432,-9.199,100.000,0,-64.702,5.000,-4.718,62.643,6.622,10.726,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.400,-34.191,6.644,-16.483,100.000,0,-30.367,5.000,-25.065,-37.799,6.509,-9.136,100.000,0,-64.702,5.000,-4.718,62.674,6.703,10.807,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.450,-34.124,6.728,-16.501,100.000,0,-30.367,5.000,-25.065,-37.876,6.587,-9.074,100.000,0,-64.702,5.000,-4.718,62.704,6.785,10.889,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.500,-34.057,6.812,-16.521,100.000,0,-30.367,5.000,-25.065,-37.954,6.664,-9.014,100.000,0,-64.702,5.000,-4.718,62.733,6.867,10.971,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.550,-33.991,6.897,-16.544,100.000,0,-30.367,5.000,-25.065,-38.031,6.741,-8.958,100.000,0,-64.702,5.000,-4.718,62.760,6.949,11.053,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.600,-33.925,6.981,-16.570,100.000,0,-30.367,5.000,-25.065,-38.109,6.819,-8.905,100.000,0,-64.702,5.000,-4.718,62.787,7.031,11.134,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.650,-33.859,7.066,-16.597,100.000,0,-30.367,5.000,-25.065,-38.187,6.897,-8.854,100.000,0,-64.702,5.000,-4.718,62.813,7.113,11.216,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.700,-33.794,7.151,-16.628,100.000,0,-30.367,5.000,-25.065,-38.265,6.975,-8.807,100.000,0,-64.702,5.000,-4.718,62.838,7.195,11.299,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.750,-33.730,7.237,-16.660,100.000,0,-30.367,5.000,-25.065,-38.343,7.053,-8.763,99.926,0,-64.702,5.000,-4.718,62.861,7.277,11.381,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.800,-33.666,7.322,-16.694,100.000,0,-30.367,5.000,-25.065,-38.422,7.131,-8.723,99.851,0,-64.702,5.000,-4.718,62.884,7.359,11.463,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.850,-33.602,7.408,-16.731,100.000,0,-30.367,5.000,-25.065,-38.500,7.210,-8.685,99.776,0,-64.702,5.000,-4.718,62.906,7.442,11.545,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.900,-33.539,7.493,-16.769,100.000,0,-30.367,5.000,-25.065,-38.579,7.289,-8.650,99.700,0,-64.702,5.000,-4.718,62.926,7.524,11.628,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.950,-33.477,7.579,-16.810,100.000,0,-30.367,5.000,-25.065,-38.658,7.368,-8.619,99.623,0,-64.702,5.000,-4.718,62.945,7.607,11.710,100.000,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.000,-33.416,7.665,-16.852,100.000,0,-30.367,5.000,-25.065,-38.738,7.447,-8.591,99.546,0,-64.702,5.000,-4.718,62.964,7.689,11.793,99.929,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.050,-33.355,7.751,-16.896,100.000,0,-30.367,5.000,-25.065,-38.818,7.527,-8.566,99.468,0,-64.702,5.000,-4.718,62.981,7.772,11.875,99.857,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.100,-33.294,7.837,-16.941,100.000,0,-30.367,5.000,-25.065,-38.898,7.607,-8.544,99.390,0,-64.702,5.000,-4.718,62.997,7.855,11.958,99.786,0,66.153,5.000,23.691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
